course_number,description
POLS 7704.,Critical Infrastructure Resilience.  (4 Hours)
POLS 7962.,Elective.  (1-4 Hours)
POLS 7976.,Directed Study.  (1-4 Hours)
POLS 7980.,Capstone Project.  (4 Hours)
POLS 7983.,Topical Seminar in Political Science.  (4 Hours)
POLS 7990.,Thesis.  (4-8 Hours)
POLS 8407.,"Internship.  (4,8 Hours)"
POLS 8960.,Exam Preparation—Doctoral.  (0 Hours)
POLS 8986.,Research.  (0 Hours)
POLS 9000.,PhD Candidacy Achieved.  (0 Hours)
POLS 9986.,Research.  (0 Hours)
POLS 9990.,Dissertation Term 1.  (0 Hours)
POLS 9991.,Dissertation Term 2.  (0 Hours)
POLS 9996.,Dissertation Continuation.  (0 Hours)
PORT 1101.,Elementary Portuguese 1.  (4 Hours)
PORT 1102.,Elementary Portuguese 2.  (4 Hours)
PORT 1501.,Accelerated Elementary Portuguese 1.  (4 Hours)
PORT 1990.,Elective.  (1-4 Hours)
PORT 2101.,Intermediate Portuguese 1.  (4 Hours)
PORT 2102.,Intermediate Portuguese 2.  (4 Hours)
PORT 2900.,Specialized Instruction in Portuguese.  (1-4 Hours)
PORT 2990.,Elective.  (1-4 Hours)
PORT 3101.,Advanced Portuguese 1.  (4 Hours)
PORT 3990.,Elective.  (1-4 Hours)
PORT 4990.,Elective.  (1-4 Hours)
PORT 4992.,Directed Study.  (1-4 Hours)
PORT 5976.,Directed Study.  (1 Hour)
PJM 1100.,roject Management Fundamentals - Project Initiation and Close.  (3 Hours)
PJM 1400.,roject Planning.  (3 Hours)
PJM 1990.,lective.  (1-4 Hours)
PJM 2000.,roject Monitoring and Control.  (3 Hours)
PJM 2100.,uality and Risk.  (3 Hours)
PJM 2200.,roject Procurement and Contract Management.  (3 Hours)
PJM 3000.,eading Agile Projects.  (3 Hours)
PJM 3100.,rinciples of Business Analysis Management.  (3 Hours)
PJM 4000.,rogram and Project Portfolio Management.  (3 Hours)
PJM 4850.,apstone.  (3 Hours)
PJM 5000.,roject Management Practices.  (2.25 Hours)
PJM 5001.,oundations of Project Management.  (3 Hours)
PJM 5005.,roject Scope Management.  (2.25 Hours)
PJM 5015.,roject Risk Management.  (2.25 Hours)
PJM 5025.,roject Scheduling and Cost Planning.  (2.25 Hours)
PJM 5135.,roject Quality Management.  (2.25 Hours)
PJM 5205.,eading and Managing Technical Projects.  (2.25 Hours)
PJM 5210.,ommunication Skills for Project Managers.  (2.25 Hours)
PJM 5215.,eading Remote Project Teams.  (2.25 Hours)
PJM 5810.,rinciples of Agile Project Management.  (2.25 Hours)
PJM 5900.,oundations of Project Management.  (4 Hours)
PJM 6000.,roject Management Practices.  (3 Hours)
PJM 6005.,roject Scope Management.  (3 Hours)
PJM 6015.,roject Risk Management.  (3 Hours)
PJM 6025.,roject Scheduling and Cost Planning.  (3 Hours)
PJM 6075.,roject Finance.  (3 Hours)
PJM 6125.,roject Evaluation and Assessment.  (3 Hours)
PJM 6135.,roject Quality Management.  (3 Hours)
PJM 6140.,anaging Troubled Projects.  (3 Hours)
PJM 6145.,lobal Project Management.  (3 Hours)
PJM 6175.,roject Resource Management.  (3 Hours)
PJM 6180.,roject Stakeholder Management.  (3 Hours)
PJM 6185.,anaging Innovation Projects.  (3 Hours)
PJM 6190.,merging Research in Project Management.  (3 Hours)
PJM 6205.,eading and Managing Technical Projects.  (3 Hours)
PJM 6210.,ommunication Skills for Project Managers.  (3 Hours)
PJM 6215.,eading Remote Project Teams.  (3 Hours)
PJM 6610.,oundations of Project Business Analysis.  (3 Hours)
PJM 6620.,trategy Analysis and Needs Assessment.  (3 Hours)
PJM 6630.,equirements Analysis and Design.  (3 Hours)
PJM 6640.,eadership Strategies for the Business Analyst.  (3 Hours)
PJM 6710.,ntroduction to Program and Portfolio Management.  (3 Hours)
PJM 6715.,dvanced Program Management.  (3 Hours)
PJM 6720.,dvanced Portfolio Management.  (3 Hours)
PJM 6725.,rogram and Portfolio Leadership.  (3 Hours)
PJM 6730.,rogram and Portfolio Evaluation.  (3 Hours)
PJM 6735.,rogram and Portfolio Management Capstone.  (3 Hours)
PJM 6740.,anaging Program and Portfolio Risk and Complexity.  (3 Hours)
PJM 6810.,rinciples of Agile Project Management.  (3 Hours)
PJM 6815.,dvanced Agile Project Management.  (3 Hours)
PJM 6820.,gile Implementation and Governance.  (3 Hours)
PJM 6825.,gile Lean Product Development.  (3 Hours)
PJM 6910.,apstone.  (3 Hours)
PJM 6962.,lective.  (1-4 Hours)
PJM 6983.,opics.  (1-4 Hours)
PJM 6995.,roject.  (1-4 Hours)
PSY 1050.,ntroduction to Behavioral Health Science Professions.  (3 Hours)
PSY 1100.,oundations of Psychology.  (3 Hours)
PSY 1990.,lective.  (1-4 Hours)
PSY 2110.,rinciples of Human Learning.  (3 Hours)
PSY 2230.,"tress, Resilience, and Behavior Change.  (3 Hours)"
PSY 2240.,uman Sexuality and Love.  (3 Hours)
PSY 2300.,uman Behavior and Decision Making.  (4 Hours)
PSY 2500.,pplied Behavior Analysis 1.  (3 Hours)
PSY 2990.,lective.  (1-4 Hours)
PSY 3150.,he Opioid Crisis.  (3 Hours)
PSY 3200.,ocial Psychology.  (3 Hours)
PSY 3210.,bnormal Psychology.  (3 Hours)
PSY 3220.,ognition and Language.  (3 Hours)
PSY 3230.,evelopment across the Life Span.  (3 Hours)
PSY 3240.,ensation and Perception.  (3 Hours)
PSY 3330.,utism Spectrum Disorders.  (3 Hours)
PSY 3450.,esearch in Psychology.  (3 Hours)
PSY 3500.,pplied Behavior Analysis 2.  (3 Hours)
PSY 3700.,ehavior Measurement.  (3 Hours)
PSY 3990.,lective.  (1-4 Hours)
PSY 4230.,hysiological Psychology.  (3 Hours)
PSY 4310.,ersonality.  (3 Hours)
PSY 4400.,ehavior Assessment and Evaluation.  (3 Hours)
PSY 4600.,dvanced Practicum 1.  (3 Hours)
PSY 4700.,dvanced Practicum 2.  (3 Hours)
PSY 4850.,enior Research Seminar in Psychology.  (3 Hours)
PSY 4955.,roject.  (1-4 Hours)
PSY 4990.,lective.  (1-4 Hours)
PSYC 1000.,Psychology at Northeastern.  (1 Hour)
PSYC 1101.,Foundations of Psychology.  (4 Hours)
PSYC 1208.,Psychology and the Law.  (4 Hours)
PSYC 1210.,Sports Psychology.  (4 Hours)
PSYC 1214.,The Moral Mind: The Science Underlying Ethical Decision-Making and Virtuous Character.  (4 Hours)
PSYC 1250.,Drugs and Behavior.  (4 Hours)
PSYC 1300.,Emotion.  (4 Hours)
PSYC 1990.,Elective.  (1-4 Hours)
PSYC 2101.,"Love and Hate: Social, Psychological, and Literary Approaches.  (4 Hours)"
PSYC 2315.,Statistics in Psychological Research Supplement.  (1 Hour)
PSYC 2320.,Statistics in Psychological Research.  (4 Hours)
PSYC 2370.,Cross-Cultural Psychology.  (4 Hours)
PSYC 2990.,Elective.  (1-4 Hours)
PSYC 2991.,Research in Psychology.  (1-4 Hours)
PSYC 3200.,Clinical Neuroanatomy.  (4 Hours)
PSYC 3400.,Personality.  (4 Hours)
PSYC 3402.,Social Psychology.  (4 Hours)
PSYC 3404.,Developmental Psychology.  (4 Hours)
PSYC 3406.,Clinical Psychology and Mental Health.  (4 Hours)
PSYC 3450.,Learning and Motivation.  (4 Hours)
PSYC 3451.,Learning Principles and Behavior Analysis.  (4 Hours)
PSYC 3452.,Sensation and Perception.  (4 Hours)
PSYC 3458.,Biological Psychology.  (4 Hours)
PSYC 3464.,Psychology of Language.  (4 Hours)
PSYC 3466.,Cognition.  (4 Hours)
PSYC 3506.,Neuropsychology of Fear.  (4 Hours)
PSYC 3508.,Behavioral Endocrinology.  (4 Hours)
PSYC 3510.,"Brain, Behavior, and Immunity.  (4 Hours)"
PSYC 3540.,Environmental Psychology.  (4 Hours)
PSYC 3545.,Ethics in Animal Research.  (4 Hours)
PSYC 3990.,Elective.  (1-4 Hours)
PSYC 4505.,Industrial/Organizational Psychology.  (4 Hours)
PSYC 4510.,Psychopharmacology.  (4 Hours)
PSYC 4512.,Neuropsychology.  (4 Hours)
PSYC 4514.,Clinical Neuroscience.  (4 Hours)
PSYC 4522.,Psychology of Reading.  (4 Hours)
PSYC 4524.,Cognitive Development.  (4 Hours)
PSYC 4540.,Quantitative Topics in Psychology and Behavioral Neuroscience.  (4 Hours)
PSYC 4570.,Behavioral Genetics.  (4 Hours)
PSYC 4600.,Laboratory in Research Design.  (4 Hours)
PSYC 4604.,Laboratory in Learning and Motivation.  (4 Hours)
PSYC 4606.,Laboratory in Biological Psychology.  (4 Hours)
PSYC 4610.,Laboratory in Psycholinguistics.  (4 Hours)
PSYC 4612.,Laboratory in Cognition.  (4 Hours)
PSYC 4614.,Laboratory in Social Psychology.  (4 Hours)
PSYC 4616.,Laboratory in Personality.  (4 Hours)
PSYC 4622.,Laboratory in Sensation and Perception.  (4 Hours)
PSYC 4624.,Laboratory in Affective Science.  (4 Hours)
PSYC 4626.,Laboratory in Life-Span Emotional Development.  (4 Hours)
PSYC 4628.,Laboratory in Developmental Psychology.  (4 Hours)
PSYC 4632.,Laboratory in Psychophysiology.  (4 Hours)
PSYC 4656.,Seminar in Biological Psychology.  (4 Hours)
PSYC 4658.,Seminar in Psycholinguistics.  (4 Hours)
PSYC 4660.,Seminar in Cognition.  (4 Hours)
PSYC 4662.,Seminar in Personality.  (4 Hours)
PSYC 4664.,Seminar in Social Psychology.  (4 Hours)
PSYC 4666.,Seminar in Clinical Psychology.  (4 Hours)
PSYC 4668.,Seminar in Sensation and Perception.  (4 Hours)
PSYC 4674.,Seminar in Cognitive Neuroscience.  (4 Hours)
PSYC 4676.,Seminar in Developmental Psychology.  (4 Hours)
PSYC 4678.,Seminar in Social and Affective Neuroscience.  (4 Hours)
PSYC 4965.,Undergraduate Teaching Experience.  (4 Hours)
PSYC 4970.,Junior/Senior Honors Project 1.  (4 Hours)
PSYC 4971.,Junior/Senior Honors Project 2.  (4 Hours)
PSYC 4990.,Elective.  (1-4 Hours)
PSYC 4991.,Directed Study Research.  (4 Hours)
PSYC 4994.,Internship in Psychology.  (4 Hours)
PSYC 5010.,Human Cognitive Processes.  (4 Hours)
PSYC 5100.,Proseminar in Psycholinguistics.  (3 Hours)
PSYC 5110.,Proseminar in Cognition.  (3 Hours)
PSYC 5120.,Proseminar in Sensation.  (3 Hours)
PSYC 5130.,Proseminar in Perception.  (3 Hours)
PSYC 5140.,Proseminar in Biology of Behavior.  (3 Hours)
PSYC 5150.,Proseminar in Clinical Neuroscience.  (3 Hours)
PSYC 5160.,Proseminar in Personality.  (3 Hours)
PSYC 5170.,Proseminar in Social Psychology.  (3 Hours)
PSYC 5180.,Quantitative Methods 1.  (3 Hours)
PSYC 5181.,Quantitative Methods 2.  (3 Hours)
PSYC 6962.,Elective.  (1-4 Hours)
PSYC 7210.,Seminar in Cognition.  (3 Hours)
PSYC 7240.,Seminar in Biology of Behavior.  (3 Hours)
PSYC 7250.,Seminar in Clinical Neuroscience.  (3 Hours)
PSYC 7270.,Seminar in Social Psychology.  (3 Hours)
PSYC 7300.,Advanced Quantitative Analysis.  (3 Hours)
PSYC 7301.,Research Methodologies Psychology.  (3 Hours)
PSYC 7302.,Ethics and Professional Issues.  (3 Hours)
PSYC 7986.,Research.  (0 Hours)
PSYC 7990.,Thesis.  (3 Hours)
PSYC 7996.,Thesis Continuation - Half-Time.  (0 Hours)
PSYC 8400.,Research Lab.  (1 Hour)
PSYC 8401.,Research Project.  (3 Hours)
PSYC 8402.,Special Topics in Psychology.  (3 Hours)
PSYC 9000.,PhD Candidacy Achieved.  (0 Hours)
PSYC 9986.,Research.  (0 Hours)
PSYC 9990.,Dissertation Term 1.  (0 Hours)
PSYC 9991.,Dissertation Term 2.  (0 Hours)
PSYC 9996.,Dissertation Continuation.  (0 Hours)
PHTH 1260.,The American Healthcare System.  (4 Hours)
PHTH 1261.,Comparative Healthcare Systems.  (4 Hours)
PHTH 1270.,Introduction to Global Health.  (4 Hours)
PHTH 2210.,Foundations of Biostatistics.  (4 Hours)
PHTH 2211.,Recitation for PHTH 2210.  (0 Hours)
PHTH 2300.,Communication Skills for the Health Professions.  (4 Hours)
PHTH 2301.,Communication Skills for the Health Professions—Global.  (4 Hours)
PHTH 2350.,Community and Public Health.  (4 Hours)
PHTH 2351.,Community and Public Health - Global.  (4 Hours)
PHTH 2414.,Environmental Health.  (4 Hours)
PHTH 2515.,Healthcare Policy and Administration.  (4 Hours)
PHTH 2616.,Rural Health: An Interdisciplinary Seminar.  (4 Hours)
PHTH 2991.,Research in Public Health.  (1-4 Hours)
PHTH 3250.,Fundamentals of Qualitative Research.  (4 Hours)
PHTH 4120.,Global Perspectives on Discrimination and Health.  (4 Hours)
PHTH 4202.,Principles of Epidemiology in Medicine and Public Health.  (4 Hours)
PHTH 4511.,Healthcare Management.  (4 Hours)
PHTH 4515.,Critical Issues in Health and Public-Health Policy.  (4 Hours)
PHTH 4540.,Health Education and Program Planning.  (4 Hours)
PHTH 5120.,"Race, Ethnicity, and Health in the United States.  (3 Hours)"
PHTH 5202.,Introduction to Epidemiology.  (3 Hours)
PHTH 5210.,Biostatistics in Public Health.  (3 Hours)
PHTH 5212.,Public Health Administration and Policy.  (3 Hours)
PHTH 5214.,Environmental Health.  (3 Hours)
PHTH 5222.,Health Advocacy.  (3 Hours)
PHTH 5226.,Strategic Management and Leadership in Healthcare.  (3 Hours)
PHTH 5230.,Global Health.  (3 Hours)
PHTH 5232.,Evaluating Healthcare Quality.  (3 Hours)
PHTH 5234.,Economic Perspectives on Health Policy.  (3 Hours)
PHTH 5300.,Project Management in Public Health.  (1 Hour)
PHTH 5310.,Budget Principles in Public Health.  (1 Hour)
PHTH 5320.,Grant Writing in Public Health.  (1 Hour)
PHTH 5330.,Using Publicly Available Data in Public Health.  (1 Hour)
PHTH 5340.,Writing for Peer-Reviewed Journals in Public Health.  (1 Hour)
PHTH 5350.,Using SAS in Public Health Research.  (1 Hour)
PHTH 5540.,Health Education and Program Planning.  (3 Hours)
PHTH 6130.,Public Health Technologies: Ethics and Equity.  (3 Hours)
PHTH 6200.,Principles and History of Urban Health.  (3 Hours)
PHTH 6202.,Intermediate Epidemiology.  (3 Hours)
PHTH 6204.,"Society, Behavior, and Health.  (3 Hours)"
PHTH 6208.,Urban Community Health Assessment.  (3 Hours)
PHTH 6210.,Applied Regression Analysis.  (3 Hours)
PHTH 6224.,Social Epidemiology.  (3 Hours)
PHTH 6320.,Qualitative Methods in Health and Illness.  (3 Hours)
PHTH 6400.,Principles of Population Health 1.  (3 Hours)
PHTH 6410.,Principles of Population Health 2.  (3 Hours)
PHTH 6440.,Advanced Methods in Biostatistics.  (3 Hours)
PHTH 6800.,Causal Inference in Public Health Research.  (3 Hours)
PHTH 6910.,Public Health Capstone.  (3 Hours)
PHTH 6962.,Elective.  (1-4 Hours)
PHTH 6966.,Practicum.  (3 Hours)
PHTH 7976.,Directed Study.  (1-3 Hours)
PHTH 8960.,Exam Preparation—Doctoral.  (0 Hours)
PHTH 8984.,Research.  (1-4 Hours)
PHTH 8986.,Research.  (0 Hours)
PHTH 9000.,PhD Candidacy Achieved.  (0 Hours)
PHTH 9990.,Dissertation Term 1.  (0 Hours)
PHTH 9991.,Dissertation Term 2.  (0 Hours)
PHTH 9996.,Dissertation Continuation.  (0 Hours)
PPUA 4701.,"Food Systems Sustainability, Health, and Equity Practicum.  (4 Hours)"
PPUA 4992.,Directed Study.  (1-4 Hours)
PPUA 5100.,Climate and Development.  (4 Hours)
PPUA 5201.,Urban Planning and the Law.  (2 Hours)
PPUA 5225.,The Open Classroom: Public Debates on Public Policy.  (4 Hours)
PPUA 5226.,Open Classroom Recitation.  (0 Hours)
PPUA 5230.,Housing Policy.  (4 Hours)
PPUA 5231.,Transportation Policy.  (4 Hours)
PPUA 5232.,Immigration and Urban America.  (4 Hours)
PPUA 5233.,Contemporary Community Development.  (4 Hours)
PPUA 5234.,Land Use and Urban Growth Policy.  (4 Hours)
PPUA 5235.,Participatory Community Planning Methods.  (4 Hours)
PPUA 5236.,Introduction to Real Estate Development for Urban Policy Makers.  (4 Hours)
PPUA 5238.,Climate Change and Global Urbanization.  (4 Hours)
PPUA 5239.,Problems in Metropolitan Policymaking.  (4 Hours)
PPUA 5240.,Health Policy and Politics.  (4 Hours)
PPUA 5244.,Comparative Public Policy and Administration.  (4 Hours)
PPUA 5245.,Education Policy in the United States.  (4 Hours)
PPUA 5246.,Participatory Modeling for Collaborative Decision Making.  (4 Hours)
PPUA 5249.,Sustainable Urban Coastal Policy.  (4 Hours)
PPUA 5260.,Ecological Economics.  (4 Hours)
PPUA 5261.,Dynamic Modeling for Environmental Decision Making.  (4 Hours)
PPUA 5262.,Big Data for Cities.  (4 Hours)
PPUA 5263.,Geographic Information Systems for Urban and Regional Policy.  (4 Hours)
PPUA 5264.,"Energy Democracy and Climate Resilience: Technology, Policy, and Social Change.  (4 Hours)"
PPUA 5265.,Global Urbanization and Planning.  (4 Hours)
PPUA 5266.,Urban Theory and Science.  (4 Hours)
PPUA 5267.,Climate Policy and Justice.  (4 Hours)
PPUA 5268.,International Environmental Policy.  (4 Hours)
PPUA 5269.,"Social Policy: Design, Implementation, and Critique.  (4 Hours)"
PPUA 5270.,Food Systems and Public Policy.  (4 Hours)
PPUA 5390.,Special Topics in Public Policy and Urban Affairs.  (4 Hours)
PPUA 5544.,Seminar in Black Leadership.  (4 Hours)
PPUA 5976.,Directed Study.  (1-4 Hours)
PPUA 5984.,Research.  (1-4 Hours)
PPUA 6101.,Environmental Science and Policy Seminar 1.  (4 Hours)
PPUA 6201.,The 21st-Century City: Urban Opportunities and Challenges in a Global Context.  (4 Hours)
PPUA 6202.,Research Toolkit for Python for Policy.  (2 Hours)
PPUA 6203.,Research Toolkit for Effective Communications for Policy Impact.  (2 Hours)
PPUA 6212.,Research Toolkit for Urban and Regional Policy: Project Management.  (2 Hours)
PPUA 6216.,Research Toolkit for Urban and Regional Policy: Grant Writing.  (2 Hours)
PPUA 6219.,"Race, Justice, and Belonging in Planning Practice.  (2 Hours)"
PPUA 6220.,How Healthcare Works: Business and Policy Innovations.  (4 Hours)
PPUA 6230.,Political Ecology of Global Capitalism.  (4 Hours)
PPUA 6410.,Urban Informatics Portfolio.  (1 Hour)
PPUA 6500.,Principles of Public Administration.  (4 Hours)
PPUA 6502.,Economic Analysis for Policy and Planning.  (4 Hours)
PPUA 6503.,Managing People in Public and Nonprofit Sectors.  (4 Hours)
PPUA 6505.,Public Budgeting and Financial Management.  (4 Hours)
PPUA 6506.,Techniques of Policy Analysis.  (4 Hours)
PPUA 6507.,Institutional Leadership and the Public Manager.  (4 Hours)
PPUA 6509.,Techniques of Program Evaluation.  (4 Hours)
PPUA 6522.,Administrative Ethics and Public Management.  (4 Hours)
PPUA 6525.,Institutions and Public Policy.  (4 Hours)
PPUA 6530.,State and Local Public Finance.  (4 Hours)
PPUA 6532.,Building Resilience into Local Government.  (4 Hours)
PPUA 6551.,Nonprofit Organizations and Social Change.  (4 Hours)
PPUA 6552.,The Nonprofit Sector in Civil Society and Public Affairs.  (4 Hours)
PPUA 6861.,Internship.  (0 Hours)
PPUA 6862.,Internship with Research.  (4 Hours)
PPUA 6954.,Co-op Work Experience - Half-Time.  (0 Hours)
PPUA 6955.,Co-op Work Experience Abroad - Half-Time.  (0 Hours)
PPUA 6962.,Elective.  (1-4 Hours)
PPUA 6964.,Co-op Work Experience.  (0 Hours)
PPUA 6965.,Co-op Work Experience Abroad.  (0 Hours)
PPUA 6966.,Practicum.  (1-4 Hours)
PPUA 6983.,Topics.  (4 Hours)
PPUA 7237.,Advanced Spatial Analysis of Urban Systems.  (4 Hours)
PPUA 7346.,Resilient Cities.  (4 Hours)
PPUA 7521.,Seminar in Urban Theory.  (4 Hours)
PPUA 7673.,Capstone in Public Policy and Urban Affairs.  (4 Hours)
PPUA 7962.,Elective.  (1-4 Hours)
PPUA 7976.,Directed Study.  (1-4 Hours)
PPUA 7990.,Thesis.  (1-6 Hours)
PPUA 8960.,Exam Preparation—Doctoral.  (0 Hours)
PPUA 8966.,Practicum.  (1-4 Hours)
PPUA 8986.,Research.  (0 Hours)
PPUA 9000.,PhD Candidacy Achieved.  (0 Hours)
PPUA 9980.,Experiential PhD Research Residency.  (0 Hours)
PPUA 9984.,Research.  (1-4 Hours)
PPUA 9990.,Dissertation Term 1.  (0 Hours)
PPUA 9991.,Dissertation Term 2.  (0 Hours)
PPUA 9996.,Dissertation Continuation.  (0 Hours)
PBR 6001.,ommunications Technology Lab.  (1 Hour)
PBR 6100.,ntroduction to Public Relations.  (3 Hours)
PBR 6125.,ommunity Relations and Corporate Social Responsibility.  (3 Hours)
PBR 6130.,ublic Relations Content Development.  (3 Hours)
PBR 6135.,ublic Relations Strategy and Planning.  (3 Hours)
PBR 6140.,dvanced Public Relations Content Development.  (3 Hours)
PBR 6710.,ublic Relations Research: Understanding External Audiences.  (3 Hours)
PBR 6962.,lective.  (1-4 Hours)
PBR 7962.,lective.  (1-4 Hours)
RGA 5000.,ntroduction to Food and Drug Administration (FDA) Pharmaceutical Regulation.  (1.5 Hours)
RGA 5001.,ntroduction to Food and Drug Administration (FDA) Medical Device Regulation.  (1.5 Hours)
RGA 5002.,ntroduction to Regulatory Compliance and Practice.  (1.5 Hours)
RGA 5101.,herapeutic Product Development: A Regulatory Overview.  (3 Hours)
RGA 5202.,edical Device Development: A Regulatory Overview.  (3 Hours)
RGA 5203.,harmaceutical and Medical Device Law: Topics and Cases.  (3.75 Hours)
RGA 5204.,"egal Issues in International Food, Drug, and Medical Device Regulation.  (3.75 Hours)"
RGA 5212.,ntroduction to Safety Sciences.  (3 Hours)
RGA 5463.,egulatory Strategy for Product Development and Life-Cycle Management.  (3 Hours)
RGA 6000.,ntroduction to Food and Drug Administration (FDA) Pharmaceutical Regulation.  (2 Hours)
RGA 6001.,ntroduction to Food and Drug Administration (FDA) Medical Device Regulation.  (2 Hours)
RGA 6002.,ntroduction to Regulatory Compliance and Practice.  (2 Hours)
RGA 6101.,herapeutic Product Development: A Regulatory Overview.  (4 Hours)
RGA 6202.,edical Device Development: A Regulatory Overview.  (4 Hours)
RGA 6203.,harmaceutical and Medical Device Law: Topics and Cases.  (5 Hours)
